World Ranking;Germany Ranking;University Name;Course Type;City;Course Name;Course Germany Ranking;Teaching language;Tution Fee (Per semester);Beginning Semester;Duration;Go to course website;Submit application to
1300;69;"<a href=""https://howtoabroad.com/hochschule-munchen-university-of-applied-sciences/"" title=""Hochschule Munich  University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Munich  University of Applied Sciences</a>";Master's degree;;Entrepreneurship and Digital Transformation;;English;none;Winter;3 semesters;;
1300;69;"<a href=""https://howtoabroad.com/hochschule-munchen-university-of-applied-sciences/"" title=""Hochschule Munich  University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Munich  University of Applied Sciences</a>";Master's degree;;Master of Engineering in Paper Technology;;English;varied;Winter, Summer;4 semesters;;
1300;69;"<a href=""https://howtoabroad.com/hochschule-munchen-university-of-applied-sciences/"" title=""Hochschule Munich  University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Munich  University of Applied Sciences</a>";Master's degree;;Intercultural Communication and Cooperation;;German,English;2.400,00;Winter;5 semesters;;
1300;69;"<a href=""https://howtoabroad.com/hochschule-munchen-university-of-applied-sciences/"" title=""Hochschule Munich  University of Applied Sciences"" target=""_blank"" rel=""noopener"">Hochschule Munich  University of Applied Sciences</a>";Master's degree;;Master of Science(Business Administration: Digital Technology Management);;English;none;Winter;3 semesters;;
1304;70;"<a href=""https://howtoabroad.com/university-of-bamberg/"" title=""University of Bamberg"" rel=""noopener"" target=""_blank"">University of Bamberg</a> ";Master's degree;;Double MA Degree in Political Science;24(For Political Economy);English;varied;Winter;4 semesters;;
1304;70;"<a href=""https://howtoabroad.com/university-of-bamberg/"" title=""University of Bamberg"" rel=""noopener"" target=""_blank"">University of Bamberg</a> ";Master's degree;;Double MA Degree in Sociology;;English;varied;Winter;4 semesters;;
1304;70;"<a href=""https://howtoabroad.com/university-of-bamberg/"" title=""University of Bamberg"" rel=""noopener"" target=""_blank"">University of Bamberg</a> ";Master's degree;;European Joint Master's Programme in English and American Studies;;English;none;Winter;4 semesters;;
1304;70;"<a href=""https://howtoabroad.com/university-of-bamberg/"" title=""University of Bamberg"" rel=""noopener"" target=""_blank"">University of Bamberg</a> ";Master's degree;;Double Degree Programmes in Business Sciences;;German,English;none;Winter;4 semesters;;
1304;70;"<a href=""https://howtoabroad.com/university-of-bamberg/"" title=""University of Bamberg"" rel=""noopener"" target=""_blank"">University of Bamberg</a> ";Master's degree;;MA Double Degree Philosophy;;German,English;none;Winter, Summer;4 semesters;;
1304;70;"<a href=""https://howtoabroad.com/university-of-bamberg/"" title=""University of Bamberg"" rel=""noopener"" target=""_blank"">University of Bamberg</a> ";Master's degree;;Master in European Economic Studies (MSc in EES);;German,English;none;Winter, Summer;4 semesters;;
1304;70;"<a href=""https://howtoabroad.com/university-of-bamberg/"" title=""University of Bamberg"" rel=""noopener"" target=""_blank"">University of Bamberg</a> ";Bachelor's degree;;Bachelor in European Economic Studies (BSc in EES);;German,English;none;Winter;6 semesters;;
1677;71;"<a href=""https://howtoabroad.com/technical-university-of-braunschweig/"" title=""(TU) Technical University Braunschweig"" target=""_blank"" rel=""noopener"">(TU) Technical University Braunschweig</a>";Master's degree;;Computational Sciences in Engineering (CSE);;German,English;none;Winter;4 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Master's degree;;Arts and Cultural Management (MA);;English;2.225,00;Winter;4 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Master's degree;;Cultural Studies: Culture and Organisation (MA);;English;none;Winter;4 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Master's degree;;Master in Governance and Human Rights (MA);;English;2.475,00;Winter;4 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Master's degree;;Sustainable Chemistry (MSc);" 79 (For Chemistry)";English;4.750,00;Summer;4 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Bachelor's degree;;Digital Media (BA);;English;none;Winter;6 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Bachelor's degree;;Economics (BSc);40 (For Economics);English;none;Winter;6 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Bachelor's degree;;Global Environmental and Sustainability Studies (BSc);48 (For Environmental Sciences);English;none;Winter;6 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Bachelor's degree;;International Business Administration & Entrepreneurship (BSc);10 (For Entrepreneurship), 23 (For International Business);English;none;Winter;6 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Bachelor's degree;;Political Science (BA);27(For Political Economy);English;none;Winter;6 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Bachelor's degree;;Psychology (BSc);57 (For Psychology);English;none;Winter;6 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Bachelor's degree;;Studium Individuale (Bachelor's);;English;none;Winter;6 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Master's degree;;International Economic Law (LLM, Double Degree);;English;;Winter;4 semesters;;
1343;71;"<a href=""https://howtoabroad.com/leuphana-university-luneburg/"" title=""Leuphana University Lüneburg"" target=""_blank"" rel=""noopener"">Leuphana University Lüneburg</a> ";Master's degree;;International Joint Master in Research in Work and Organisational Psychology;16 (For Organisational Psychology);English;;Winter;4 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Master's degree;;Master of Science in Data Engineering;;English;10.000,00;Winter;4 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Master's degree;;Master of Science in Supply Chain Management (SCM);;English;10.000,00;Winter;4 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Arts in Global Economics and Management;66 (For Economics);English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Arts in International Business Administration;72 (For Business);English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Arts in International Relations: Politics and History;NA;English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Arts in Society, Media and Politics;;English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Biochemistry and Cell Biology (BCCB);55 (For Biochemistry);English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Chemistry and Biotechnology;62 (For Chemistry);English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Computer Science;49 ( computer science );English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Earth and Environmental Sciences;58 (For Environmental Sciences);English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Electrical and Computer Engineering;NA;English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Industrial Engineering & Management;NA;English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Integrated Social and Cognitive Psychology;53 (For Cognitive Science);English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Mathematics;70 (For Mathematics);English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Physics;" 62 (For Physics)";English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;Bachelor of Science in Robotics and Intelligent Systems;27  ( Robotics );English;10.000,00;Winter;6 semesters;;
1380;73;"<a href=""https://howtoabroad.com/jacobs-university-bremen/"" title=""Jacobs University Bremen"" target=""_blank"" rel=""noopener"">Jacobs University Bremen</a>";Bachelor's degree;;BSc in Medicinal Chemistry & Chemical Biology (MCCB);55 (For Biochemistry);English;10.000,00;Winter;6 semesters;;
1409;74;"<a href=""https://howtoabroad.com/witten-herdecke-university/"" title=""Witten/Herdecke University"" target=""_blank"" rel=""noopener"">Witten/Herdecke University</a> ";Master's degree;;Master of Arts in Philosophy, Politics, and Economics (MA PPE);76 (For Economics);English;5.448,00;Winter;4 semesters;;
1409;74;"<a href=""https://howtoabroad.com/witten-herdecke-university/"" title=""Witten/Herdecke University"" target=""_blank"" rel=""noopener"">Witten/Herdecke University</a> ";Master's degree;;Master of Science in Strategy and Organisation;74 (For Business);English;;Winter;4 semesters;;
1696;79;"<a href=""https://howtoabroad.com/btu-cottbus-senftenberg/"" title=""Brandenburg University of Technology Cottbus-Senftenberg"" target=""_blank"" rel=""noopener"">Brandenburg University of Technology Cottbus-Senftenberg</a>";Master's degree;;Cyber Security;NA;English;none;Winter;4 semesters;;
1696;79;"<a href=""https://howtoabroad.com/btu-cottbus-senftenberg/"" title=""Brandenburg University of Technology Cottbus-Senftenberg"" target=""_blank"" rel=""noopener"">Brandenburg University of Technology Cottbus-Senftenberg</a>";Master's degree;;Power Engineering;;English;none;Winter;4 semesters;;
